"date","group","session","rel.time","subject","behav1","behav2","type","change","time_hh_min"
20190816,"BA",1,925.859,"BTV_V_BA","R","op","primary",FALSE,1415.43098333333
20190816,"BA",1,942.189,"BPG_V_BA","R","op","primary",FALSE,1415.70315
20190816,"BA",1,965.547,"OMN_V_BA","R","op","primary",FALSE,1416.09245
20190816,"BA",1,977.701,"BPT_V_BA","R","op","primary",FALSE,1416.29501666667
20190816,"BA",1,1000.11,"BOM_V_BA","R","op","primary",FALSE,1416.6685
20190816,"BA",1,1026.695,"ONP_V_BA","R","op","primary",FALSE,1417.11158333333
20190816,"BA",1,1036.856,"BTV_V_BA","R","op","primary",FALSE,1417.28093333333
20190816,"BA",1,1046.445,"BPG_V_BA","B","op","primary",FALSE,1417.44075
20190816,"BA",1,1064.579,"OMN_V_BA","B","op","primary",FALSE,1417.74298333333
20190816,"BA",1,1071.13,"TMP_V_BA","R","op","primary",FALSE,1417.85216666667
20190816,"BA",1,1089.93,"TOP_V_BA","B","op","primary",FALSE,1418.1655
20190816,"BA",1,1095.152,"NOT_V_MA","R","op","primary",FALSE,1418.25253333333
20190816,"BA",1,1107.402,"BPT_V_BA","R","op","primary",FALSE,1418.4567
20190816,"BA",1,1128.384,"ONP_V_BA","R","op","primary",FALSE,1418.8064
20190816,"BA",1,1161.332,"OMN_V_BA","R","op","primary",FALSE,1419.35553333333
20190816,"BA",1,1170.829,"NOT_V_MA","R","op","primary",FALSE,1419.51381666667
20190816,"BA",1,1175.29,"OGM_V_BA","R","op","primary",FALSE,1419.58816666667
20190816,"BA",1,1179.088,"unmarked","R","op","primary",FALSE,1419.65146666667
20190816,"BA",1,1190.007,"BOM_V_BA","R","op","primary",FALSE,1419.83345
20190816,"BA",1,1245.078,"TOP_V_BA","R","op","primary",FALSE,1420.7513
20190816,"BA",1,1252.769,"BPG_V_BA","R","op","primary",FALSE,1420.87948333333
20190816,"BA",1,1301.478,"BPG_V_BA","R","op","primary",FALSE,1421.6913
20190816,"BA",1,1305.087,"TOP_V_BA","R","op","primary",FALSE,1421.75145
20190816,"BA",1,1342.304,"ONP_V_BA","R","op","primary",FALSE,1422.37173333333
20190816,"BA",1,1384.806,"BPB_V_BA","R","op","primary",FALSE,1423.0801
20190816,"BA",1,1397.337,"BPG_V_BA","B","op","primary",FALSE,1423.28895
20190816,"BA",1,1421.17,"ONP_V_BA","R","op","primary",FALSE,1423.68616666667
20190816,"BA",1,1461.146,"TMP_V_BA","R","op","primary",FALSE,1424.35243333333
20190816,"BA",1,1468.03,"ONP_V_BA","R","op","primary",FALSE,1424.46716666667
20190816,"BA",1,1513.178,"MGO_V_BA","R","op","primary",FALSE,1425.21963333333
20190816,"BA",1,1540.902,"ONP_V_BA","R","op","primary",FALSE,1425.6817
20190816,"BA",1,1551.347,"OGM_V_BA","R","op","primary",FALSE,1425.85578333333
20190816,"BA",1,1562.266,"BPG_V_BA","R","op","primary",FALSE,1426.03776666667
20190816,"BA",1,1569.102,"OMN_V_BA","R","op","primary",FALSE,1426.1517
20190816,"BA",1,1575.084,"BT_V_BA","R","op","primary",FALSE,1426.2514
20190816,"BA",1,1583.63,"OPB_V_BA","R","op","primary",FALSE,1426.39383333333
20190816,"BA",1,1587.239,"ONP_V_BA","R","op","primary",FALSE,1426.45398333333
