"","date","session","subject","colour","rel_time","nbr_ind","drops","behav","behav1","behav2","group","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","ID_all_index","forg_bout","sex_index","age_index","s_male_red","s_male_blue","s_adult_red","s_adult_blue","rank_index","roost","s_roost_red","s_roost_blue"
"66",20190815,1,"BPO_V_BA","1-RED",752.807,2,"op","Rop","R","op","BA",1,0,1,24,0,0,66,22,0,"0","0",0,0,0,0,5,1,0,0
"67",20190815,1,"BPO_V_BA","1-RED",776.088,2,"op","Rop","R","op","BA",1,0,1,24,0,0,67,22,0,"0","0",0,0,0,0,5,1,0,0
"68",20190815,1,"OMN_V_BA","1-BLUE",787.387,5,"op","Bop","B","op","BA",0,1,1,63,0,0,68,61,0,"1","2",0,0,0,0,35,1,0,0
"69",20190815,1,"BPO_V_BA","1-BLUE",805.503,8,"op","Bop","B","op","BA",0,1,1,24,0,0,69,22,0,"0","0",0,0,0,0,5,1,0,0
"70",20190815,1,"OPV_V_BA","1-RED",811.012,8,"op","Rop","R","op","BA",1,0,1,74,0,0,70,72,0,"0","3",0,0,0,0,NA,2,0,0
"71",20190815,1,"BPO_V_BA","1-RED",837.81,6,"op","Rop","R","op","BA",1,0,1,24,0,0,71,22,0,"0","0",0,0,0,0,5,1,0,0
"72",20190815,1,"BPO_V_BA","1-RED",868.137,10,"op","Rop","R","op","BA",1,0,1,24,0,0,72,22,0,"0","0",0,0,0,0,5,1,0,0
"73",20190815,1,"BPO_V_BA","1-RED",895.688,7,"op","Rop","R","op","BA",1,0,1,24,0,0,73,22,0,"0","0",0,0,0,0,5,1,0,0
"74",20190815,1,"BGP_V_BA","1-RED",913.369,6,"op","Rop","R","op","BA",1,0,1,8,0,0,74,6,0,"1","2",0,0,0,0,19,1,0,0
"75",20190815,1,"OMN_V_BA","1-RED",915.815,6,"op","Rop","R","op","BA",1,0,1,63,0,0,75,61,0,"1","2",0,0,0,0,35,1,0,0
"76",20190815,1,"OPV_V_BA","1-RED",935.279,7,"op","Rop","R","op","BA",1,0,1,74,0,0,76,72,0,"0","3",0,0,0,0,NA,2,0,0
"77",20190815,1,"BPO_V_BA","1-RED",939.922,7,"op","Rop","R","op","BA",1,0,1,24,0,0,77,22,0,"0","0",0,0,0,0,5,1,0,0
"78",20190815,1,"PTP_V_NB","1-RED",943.977,7,"op","Rop","R","op","BA",1,0,1,80,0,0,78,78,0,"1","3",0,0,0,0,NA,3,0,0
"79",20190815,1,"BGP_V_BA","1-RED",959.448,6,"op","Rop","R","op","BA",1,0,1,8,0,0,79,6,0,"1","2",0,0,0,0,19,1,0,0
"80",20190815,1,"BPO_V_BA","1-RED",979.497,4,"op","Rop","R","op","BA",1,0,1,24,0,0,80,22,0,"0","0",0,0,0,0,5,1,0,0
"81",20190815,1,"BPO_V_BA","1-BLUE",986.532,6,"op","Bop","B","op","BA",0,1,1,24,0,0,81,22,0,"0","0",0,0,0,0,5,1,0,0
"82",20190815,1,"BPO_V_BA","1-BLUE",993.902,6,"op","Bop","B","op","BA",0,1,1,24,0,0,82,22,0,"0","0",0,0,0,0,5,1,0,0
"83",20190815,1,"BOM_V_BA","1-RED",1013.606,4,"op","Rop","R","op","BA",1,0,1,19,0,0,83,17,0,"0","0",0,0,0,0,20,1,0,0
"84",20190815,1,"MTP_V_BA","1-RED",1017.441,3,"op","Rop","R","op","BA",1,0,1,47,0,0,84,45,0,"0","0",0,0,0,0,38,3,0,0
"85",20190815,1,"BPO_V_BA","1-BLUE",1022.342,3,"op","Bop","B","op","BA",0,1,1,24,0,0,85,22,0,"0","0",0,0,0,0,5,1,0,0
"86",20190815,1,"BPO_V_BA","1-BLUE",1052.141,6,"op","Bop","B","op","BA",0,1,1,24,0,0,86,22,0,"0","0",0,0,0,0,5,1,0,0
"87",20190815,1,"BGP_V_BA","1-RED",1066.376,3,"op","Rop","R","op","BA",1,0,1,8,0,0,87,6,0,"1","2",0,0,0,0,19,1,0,0
"88",20190815,1,"OPV_V_BA","1-RED",1076.324,4,"op","Rop","R","op","BA",1,0,1,74,0,0,88,72,0,"0","3",0,0,0,0,NA,2,0,0
"89",20190815,1,"BPO_V_BA","1-RED",1086.144,4,"op","Rop","R","op","BA",1,0,1,24,0,0,89,22,0,"0","0",0,0,0,0,5,1,0,0
