"","date","group","session","rel_time","subject","behav1","behav2","type","change","time_hh_min","date_scan","data_part","time_window","date_part_scan","date_to_match","closest","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","id_all_index","date_time","hour","minute","second","hms","real_date","zz","sex","sex_index","age","age_index","male","adult","s_male_blue","s_male_red","s_adult_blue","s_adult_red","roost","s_roost_blue","s_roost_red","bout","tech_index","group_index","ac_r_init","ac_b_init","n_obs_total","f_obs_blue","f_obs_red"
"1263",2019-08-20,"BA",1,395.747,"B_V_BA","B","op","primary",FALSE,1406.59578333333,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,0,1,1,1,0,2,2976,1,201908201406.596,"14","06","35.4",14H 6M 35.4S,2019-08-20 14:06:35,2975,"M",2,"A",2,1,1,0,1,0,1,2,0,2,1,1,1,0,0,2,0,1
"1265",2019-08-20,"BA",1,421.165,"B_V_BA","B","op","primary",FALSE,1407.01941666667,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,0,1,1,1,2,1,2978,1,201908201407.019,"14","07","0.6",14H 7M 0.6S,2019-08-20 14:07:00,2976,"M",2,"A",2,1,1,1,1,1,1,2,2,1,2,1,1,0,0,3,0.666666666666667,0.333333333333333
"1268",2019-08-20,"BA",1,446.479,"B_V_BA","R","op","primary",FALSE,1407.44131666667,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,1,0,1,1,2,2,2981,1,201908201407.441,"14","07","26.4",14H 7M 26.4S,2019-08-20 14:07:26,2978,"M",2,"A",2,1,1,1,0,1,0,2,2,2,3,2,1,0,0,4,0.5,0.5
"1279",2019-08-20,"BA",1,583.915,"B_V_BA","R","op","primary",FALSE,1409.73191666667,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,1,0,1,1,0,4,2992,1,201908201409.732,"14","09","43.8",14H 9M 43.8S,2019-08-20 14:09:43,2989,"M",2,"A",2,1,1,0,1,0,1,2,0,4,4,2,1,0,0,4,0,1
"1289",2019-08-20,"BA",1,726.77,"B_V_BA","R","op","primary",FALSE,1412.11283333333,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,1,0,1,1,1,2,3002,1,201908201412.113,"14","12","6.6",14H 12M 6.6S,2019-08-20 14:12:06,3000,"M",2,"A",2,1,1,0,0,0,0,2,1,2,5,2,1,0,0,3,0.333333333333333,0.666666666666667
"1290",2019-08-20,"BA",1,745.572,"B_V_BA","B","op","primary",FALSE,1412.4262,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,0,1,1,1,1,3,3003,1,201908201412.426,"14","12","25.2",14H 12M 25.2S,2019-08-20 14:12:25,3000,"M",2,"A",2,1,1,0,1,0,1,2,1,3,6,1,1,0,0,4,0.25,0.75
"1292",2019-08-20,"BA",1,794.125,"B_V_BA","B","op","primary",FALSE,1413.23541666667,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,0,1,1,1,0,1,3005,1,201908201413.235,"14","13","13.8",14H 13M 13.8S,2019-08-20 14:13:13,3005,"M",2,"A",2,1,1,0,1,0,0,2,0,1,7,1,1,0,0,1,0,1
"1297",2019-08-20,"BA",1,879.8,"B_V_BA","B","op","primary",FALSE,1414.66333333333,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN2",1410,201908201410,1,0,1,1,1,0,2,3010,1,201908201414.663,"14","14","39.6",14H 14M 39.6S,2019-08-20 14:14:39,3009,"M",2,"A",2,1,1,0,0,0,0,2,0,2,8,1,1,0,0,2,0,1
"1395",2019-08-20,"BA",1,2198.931,"B_V_BA","B","op","primary",FALSE,1436.64885,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN5",1440,201908201440,1,0,1,1,1,1,2,3108,1,201908201436.649,"14","36","38.4",14H 36M 38.4S,2019-08-20 14:36:38,3106,"M",2,"A",2,1,1,0,0,0,1,2,1,1,9,1,1,0,0,3,0.333333333333333,0.666666666666667
"1397",2019-08-20,"BA",1,2227.725,"B_V_BA","R","op","primary",FALSE,1437.12875,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN5",1440,201908201440,1,1,0,1,1,2,1,3110,1,201908201437.129,"14","37","7.2",14H 37M 7.2S,2019-08-20 14:37:07,3108,"M",2,"A",2,1,1,1,0,1,0,2,2,1,10,2,1,0,0,3,0.666666666666667,0.333333333333333
"1404",2019-08-20,"BA",1,2328.507,"B_V_BA","B","op","primary",FALSE,1438.80845,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN5",1440,201908201440,1,0,1,1,1,1,2,3117,1,201908201438.808,"14","38","48",14H 38M 48S,2019-08-20 14:38:48,3115,"M",2,"A",2,1,1,0,1,1,1,2,0,2,11,1,1,0,0,3,0.333333333333333,0.666666666666667
"1408",2019-08-20,"BA",1,2402.735,"B_V_BA","B","op","primary",FALSE,1440.04558333333,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN5",1440,201908201440,1,0,1,1,1,1,1,3121,1,201908201440.046,"14","40","2.4",14H 40M 2.4S,2019-08-20 14:40:02,3120,"M",2,"A",2,1,1,1,0,0,0,2,1,1,12,1,1,0,0,2,0.5,0.5
"1415",2019-08-20,"BA",1,2537.19,"B_V_BA","R","op","primary",FALSE,1442.2865,"BA 20190820 1","BA 20190820 1","BA 20190820 SCAN5",1440,201908201440,1,1,0,1,1,2,1,3128,1,201908201442.286,"14","42","16.8",14H 42M 16.8S,2019-08-20 14:42:16,3126,"M",2,"A",2,1,1,1,1,1,0,2,1,1,13,2,1,0,0,3,0.666666666666667,0.333333333333333
"2478",2019-08-24,"BA",1,1022.636,"B_V_BA","B","op","primary",FALSE,1417.04393333333,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,0,1,1,1,0,0,5873,1,201908241417.044,"14","17","2.4",14H 17M 2.4S,2019-08-24 14:17:02,5863,"M",2,"A",2,1,1,0,0,0,0,2,0,0,14,1,1,0,0,0,0,0
"2801",2019-08-25,"BA",2,490.744,"B_V_BA","R","op","primary",FALSE,1508.17906666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,1,8,6196,1,201908251508.179,"15","08","10.2",15H 8M 10.2S,2019-08-25 15:08:10,6188,"M",2,"A",2,1,1,1,3,0,5,2,1,6,15,2,1,0,0,9,0.111111111111111,0.888888888888889
"2821",2019-08-25,"BA",2,588.534,"B_V_BA","R","op","primary",FALSE,1509.8089,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,2,4,6216,1,201908251509.809,"15","09","48",15H 9M 48S,2019-08-25 15:09:48,6211,"M",2,"A",2,1,1,2,2,2,2,2,2,3,16,2,1,0,0,6,0.333333333333333,0.666666666666667
"2836",2019-08-25,"BA",2,814.468,"B_V_BA","R","op","primary",FALSE,1513.57446666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,2,4,6231,1,201908251513.574,"15","13","34.2",15H 13M 34.2S,2019-08-25 15:13:34,6226,"M",2,"A",2,1,1,1,2,0,1,2,2,2,17,2,1,0,0,6,0.333333333333333,0.666666666666667
"2847",2019-08-25,"BA",2,843.918,"B_V_BA","B","op","primary",FALSE,1514.0653,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,3,9,6242,1,201908251514.065,"15","14","3.6",15H 14M 3.6S,2019-08-25 15:14:03,6231,"M",2,"A",2,1,1,1,7,0,4,2,2,6,18,1,1,0,0,12,0.25,0.75
"2673",2019-08-25,"BA",1,851.241,"B_V_BA","B","op","primary",FALSE,1414.18735,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN3",1420,201908251420,1,0,1,1,1,2,9,6068,1,201908251414.187,"14","14","10.8",14H 14M 10.8S,2019-08-25 14:14:10,6058,"M",2,"A",2,1,1,1,5,0,3,2,2,6,19,1,1,0,0,11,0.181818181818182,0.818181818181818
"2853",2019-08-25,"BA",2,857.514,"B_V_BA","R","op","primary",FALSE,1514.2919,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,4,8,6248,1,201908251514.292,"15","14","17.4",15H 14M 17.4S,2019-08-25 15:14:17,6237,"M",2,"A",2,1,1,2,3,1,2,2,3,5,20,2,1,0,0,12,0.333333333333333,0.666666666666667
"2861",2019-08-25,"BA",2,880.154,"B_V_BA","B","op","primary",FALSE,1514.66923333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,2,9,6256,1,201908251514.669,"15","14","39.6",15H 14M 39.6S,2019-08-25 15:14:39,6246,"M",2,"A",2,1,1,1,3,0,4,2,1,7,21,1,1,0,0,11,0.181818181818182,0.818181818181818
"2873",2019-08-25,"BA",2,911.165,"B_V_BA","R","op","primary",FALSE,1515.18608333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,5,7,6268,1,201908251515.186,"15","15","10.8",15H 15M 10.8S,2019-08-25 15:15:10,6257,"M",2,"A",2,1,1,3,4,1,1,2,5,5,22,2,1,0,0,12,0.416666666666667,0.583333333333333
"2881",2019-08-25,"BA",2,939.827,"B_V_BA","B","op","primary",FALSE,1515.66378333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,3,6,6276,1,201908251515.664,"15","15","39.6",15H 15M 39.6S,2019-08-25 15:15:39,6268,"M",2,"A",2,1,1,2,2,0,1,2,1,4,23,1,1,0,0,9,0.333333333333333,0.666666666666667
"2890",2019-08-25,"BA",2,976.907,"B_V_BA","B","op","primary",FALSE,1516.28178333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,0,7,6285,1,201908251516.282,"15","16","16.8",15H 16M 16.8S,2019-08-25 15:16:16,6279,"M",2,"A",2,1,1,0,4,0,2,2,0,6,24,1,1,0,0,7,0,1
"2711",2019-08-25,"BA",1,999.863,"B_V_BA","B","op","primary",FALSE,1416.66438333333,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN3",1420,201908251420,1,0,1,1,1,0,5,6106,1,201908251416.664,"14","16","39.6",14H 16M 39.6S,2019-08-25 14:16:39,6102,"M",2,"A",2,1,1,0,5,0,3,2,0,3,25,1,1,0,0,5,0,1
"2903",2019-08-25,"BA",2,1029.765,"B_V_BA","R","op","primary",FALSE,1517.16275,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,1,2,6,6298,1,201908251517.163,"15","17","9.6",15H 17M 9.6S,2019-08-25 15:17:09,6291,"M",2,"A",2,1,1,1,4,0,2,2,1,4,26,2,1,0,0,8,0.25,0.75
"2918",2019-08-25,"BA",2,1085.478,"B_V_BA","B","op","primary",FALSE,1518.0913,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,3,5,6313,1,201908251518.091,"15","18","5.4",15H 18M 5.4S,2019-08-25 15:18:05,6306,"M",2,"A",2,1,1,1,2,0,1,2,2,2,27,1,1,0,0,8,0.375,0.625
"2931",2019-08-25,"BA",2,1126.595,"B_V_BA","B","op","primary",FALSE,1518.77658333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,4,5,6326,1,201908251518.777,"15","18","46.2",15H 18M 46.2S,2019-08-25 15:18:46,6318,"M",2,"A",2,1,1,3,2,0,3,2,3,5,28,1,1,0,0,9,0.444444444444444,0.555555555555556
"2951",2019-08-25,"BA",2,1197.636,"B_V_BA","B","op","primary",FALSE,1519.9606,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,1,1,5,6346,1,201908251519.961,"15","19","57.6",15H 19M 57.6S,2019-08-25 15:19:57,6341,"M",2,"A",2,1,1,1,2,0,1,2,1,1,29,1,1,0,0,6,0.166666666666667,0.833333333333333
"2964",2019-08-25,"BA",2,1250.177,"B_V_BA","R","dr","primary",FALSE,1520.83628333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,1,0,0,1,0,0,6359,1,201908251520.836,"15","20","49.8",15H 20M 49.8S,2019-08-25 15:20:49,6352,"M",2,"A",2,1,1,0,0,0,0,2,0,0,30,2,1,0,0,0,0,0
"2966",2019-08-25,"BA",2,1254.233,"B_V_BA","B","op","primary",FALSE,1520.90388333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,0,1,1,1,0,0,6361,1,201908251520.904,"15","20","54",15H 20M 54S,2019-08-25 15:20:54,6352,"M",2,"A",2,1,1,0,0,0,0,2,0,0,31,1,1,0,0,0,0,0
"2996",2019-08-25,"BA",2,1423.519,"B_V_BA","B","op","primary",FALSE,1523.72531666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,0,1,1,1,0,0,6391,1,201908251523.725,"15","23","43.2",15H 23M 43.2S,2019-08-25 15:23:43,6386,"M",2,"A",2,1,1,0,0,0,0,2,0,0,32,1,1,0,0,0,0,0
"3026",2019-08-25,"BA",2,1641.762,"B_V_BA","B","op","primary",FALSE,1527.3627,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,0,1,1,1,0,0,6421,1,201908251527.363,"15","27","21.6",15H 27M 21.6S,2019-08-25 15:27:21,6415,"M",2,"A",2,1,1,0,0,0,0,2,0,0,33,1,1,0,0,0,0,0
"4414",2019-08-22,"CG",2,165.153,"BBV_V_BA","R","op","primary",FALSE,1132.753,"CG 20190822 2","CG 20190822 2","CG 20190822 scan1",1130,201908221130,0,1,0,1,2,0,0,4686,2,201908221132.753,"11","32","45",11H 32M 45S,2019-08-22 11:32:45,4680,"M",2,"A",2,1,1,0,0,0,0,2,0,0,1,2,3,0,0,0,0,0
"4324",2019-08-22,"CG",1,489.897,"BBV_V_BA","R","op","primary",FALSE,1038.165,"CG 20190822 1","CG 20190822 1","CG 20190822 scan2",1040,201908221040,0,1,0,1,2,3,10,4596,2,201908221038.165,"10","38","9.6",10H 38M 9.6S,2019-08-22 10:38:09,4584,"M",2,"A",2,1,1,1,1,2,5,2,1,1,2,2,3,0,0,13,0.230769230769231,0.769230769230769
"4387",2019-08-22,"CG",1,687.802,"BBV_V_BA","R","op","primary",FALSE,1041.463,"CG 20190822 1","CG 20190822 1","CG 20190822 scan2",1040,201908221040,0,1,0,1,2,2,4,4659,2,201908221041.463,"10","41","27.6",10H 41M 27.6S,2019-08-22 10:41:27,4654,"M",2,"A",2,1,1,1,1,0,1,2,0,1,3,2,3,0,0,6,0.333333333333333,0.666666666666667
"2361",2019-08-24,"BA",1,541.636,"BBV_V_BA","R","op","primary",FALSE,1409.02726666667,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN1",1400,201908241400,1,1,0,1,2,0,0,5756,2,201908241409.027,"14","09","1.2",14H 9M 1.2S,2019-08-24 14:09:01,5746,"M",2,"A",2,1,1,0,0,0,0,2,0,0,4,2,1,0,0,0,0,0
"5044",2019-08-17,"NB",1,3308.723,"BG_V_BA","R","op","primary",FALSE,755.1454,"NB 20190817 1","NB 20190817 1","NB 20190817 scan6",750,201908170750,0,1,0,1,3,0,2,775,3,201908170755.145,"07","55","8.4",7H 55M 8.4S,2019-08-17 07:55:08,774,"M",2,"A",2,1,1,0,0,0,0,3,0,0,1,2,5,0,0,2,0,1
"1440",2019-08-21,"BA",1,227.462,"BG_V_BA","R","op","primary",FALSE,1403.79103333333,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN1",1400,201908211400,0,1,0,1,3,0,0,3677,3,201908211403.791,"14","03","47.4",14H 3M 47.4S,2019-08-21 14:03:47,3671,"M",2,"A",2,1,1,0,0,0,0,3,0,0,2,2,1,0,0,0,0,0
"1454",2019-08-21,"BA",1,327.48,"BG_V_BA","R","op","primary",FALSE,1405.458,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN2",1410,201908211410,0,1,0,1,3,0,0,3691,3,201908211405.458,"14","05","27",14H 5M 27S,2019-08-21 14:05:27,3690,"M",2,"A",2,1,1,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0
"1614",2019-08-21,"BA",2,336.03,"BG_V_BA","R","op","primary",FALSE,1505.6005,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,3,0,0,3851,3,201908211505.6,"15","05","3.6",15H 5M 3.6S,2019-08-21 15:05:03,3839,"M",2,"A",2,1,1,0,0,0,0,3,0,0,4,2,1,0,0,0,0,0
"1617",2019-08-21,"BA",2,349.402,"BG_V_BA","R","op","primary",FALSE,1505.82336666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,3,0,0,3854,3,201908211505.823,"15","05","49.2",15H 5M 49.2S,2019-08-21 15:05:49,3849,"M",2,"A",2,1,1,0,0,0,0,3,0,0,5,2,1,0,0,0,0,0
"1480",2019-08-21,"BA",1,436.72,"BG_V_BA","R","op","primary",FALSE,1407.27866666667,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN2",1410,201908211410,0,1,0,1,3,0,0,3717,3,201908211407.279,"14","07","16.2",14H 7M 16.2S,2019-08-21 14:07:16,3710,"M",2,"A",2,1,1,0,0,0,0,3,0,0,6,2,1,0,0,0,0,0
"1653",2019-08-21,"BA",2,480.663,"BG_V_BA","R","op","primary",FALSE,1508.01105,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,3,0,0,3890,3,201908211508.011,"15","08","0.6",15H 8M 0.6S,2019-08-21 15:08:00,3882,"M",2,"A",2,1,1,0,0,0,0,3,0,0,7,2,1,0,0,0,0,0
"1681",2019-08-21,"BA",2,581.882,"BG_V_BA","R","op","primary",FALSE,1509.69803333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,3,0,0,3918,3,201908211509.698,"15","09","41.4",15H 9M 41.4S,2019-08-21 15:09:41,3912,"M",2,"A",2,1,1,0,0,0,0,3,0,0,8,2,1,0,0,0,0,0
"1704",2019-08-21,"BA",2,672.574,"BG_V_BA","R","op","primary",FALSE,1511.20956666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,3,0,0,3941,3,201908211511.21,"15","11","12.6",15H 11M 12.6S,2019-08-21 15:11:12,3932,"M",2,"A",2,1,1,0,0,0,0,3,0,0,9,2,1,0,0,0,0,0
"1545",2019-08-21,"BA",1,769.585,"BG_V_BA","R","op","primary",FALSE,1412.82641666667,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN2",1410,201908211410,0,1,0,1,3,0,0,3782,3,201908211412.826,"14","12","49.2",14H 12M 49.2S,2019-08-21 14:12:49,3773,"M",2,"A",2,1,1,0,0,0,0,3,0,0,10,2,1,0,0,0,0,0
"1560",2019-08-21,"BA",1,853.639,"BG_V_BA","R","op","primary",FALSE,1414.22731666667,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN2",1410,201908211410,0,1,0,1,3,0,0,3797,3,201908211414.227,"14","14","13.2",14H 14M 13.2S,2019-08-21 14:14:13,3793,"M",2,"A",2,1,1,0,0,0,0,3,0,0,11,2,1,0,0,0,0,0
"1573",2019-08-21,"BA",1,922.986,"BG_V_BA","R","op","primary",FALSE,1415.3831,"BA 20190821 1","BA 20190821 1","BA 20190821 SCAN3",1420,201908211420,0,1,0,1,3,0,0,3810,3,201908211415.383,"14","15","22.8",14H 15M 22.8S,2019-08-21 14:15:22,3807,"M",2,"A",2,1,1,0,0,0,0,3,0,0,12,2,1,0,0,0,0,0
"1970",2019-08-22,"BA",1,222.325,"BG_V_BA","R","op","primary",FALSE,1403.70541666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN1",1400,201908221400,0,1,0,1,3,2,11,4791,3,201908221403.705,"14","03","42",14H 3M 42S,2019-08-22 14:03:42,4779,"M",2,"A",2,1,1,2,10,1,6,3,0,2,13,2,1,0,0,13,0.153846153846154,0.846153846153846
"1983",2019-08-22,"BA",1,276.202,"BG_V_BA","R","op","primary",FALSE,1404.60336666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN1",1400,201908221400,0,1,0,1,3,0,8,4804,3,201908221404.603,"14","04","36",14H 4M 36S,2019-08-22 14:04:36,4797,"M",2,"A",2,1,1,0,5,0,3,3,0,1,14,2,1,0,0,8,0,1
"6099",2019-08-22,"NB",2,283.222,"BG_V_BA","B","op","primary",FALSE,804.7204,"NB 20190822 2","NB 20190822 2","NB 20190822 scan1",800,201908220800,0,0,1,1,3,0,0,4371,3,201908220804.72,"08","04","43.2",8H 4M 43.2S,2019-08-22 08:04:43,4370,"M",2,"A",2,1,1,0,0,0,0,3,0,0,15,1,5,0,0,0,0,0
"6103",2019-08-22,"NB",2,320.701,"BG_V_BA","R","op","primary",FALSE,805.345,"NB 20190822 2","NB 20190822 2","NB 20190822 scan2",810,201908220810,0,1,0,1,3,0,0,4375,3,201908220805.345,"08","05","20.4",8H 5M 20.4S,2019-08-22 08:05:20,4373,"M",2,"A",2,1,1,0,0,0,0,3,0,0,16,2,5,0,0,0,0,0
"1993",2019-08-22,"BA",1,322.807,"BG_V_BA","R","op","primary",FALSE,1405.38011666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,3,0,9,4814,3,201908221405.38,"14","05","22.8",14H 5M 22.8S,2019-08-22 14:05:22,4806,"M",2,"A",2,1,1,0,5,0,5,3,0,1,17,2,1,0,0,9,0,1
"2014",2019-08-22,"BA",1,390.411,"BG_V_BA","R","op","primary",FALSE,1406.50685,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,3,3,5,4835,3,201908221406.507,"14","06","30",14H 6M 30S,2019-08-22 14:06:30,4828,"M",2,"A",2,1,1,2,3,0,4,3,1,0,18,2,1,0,0,8,0.375,0.625
"2023",2019-08-22,"BA",1,409.11,"BG_V_BA","R","op","primary",FALSE,1406.8185,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,3,3,10,4844,3,201908221406.819,"14","06","48.6",14H 6M 48.6S,2019-08-22 14:06:48,4832,"M",2,"A",2,1,1,2,6,2,5,3,1,2,19,2,1,0,0,13,0.230769230769231,0.769230769230769
"2073",2019-08-22,"BA",1,598.573,"BG_V_BA","R","op","primary",FALSE,1409.97621666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,3,2,9,4894,3,201908221409.976,"14","09","58.2",14H 9M 58.2S,2019-08-22 14:09:58,4884,"M",2,"A",2,1,1,2,7,1,3,3,0,2,20,2,1,0,0,11,0.181818181818182,0.818181818181818
"2082",2019-08-22,"BA",1,629.776,"BG_V_BA","R","op","primary",FALSE,1410.49626666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,3,1,8,4903,3,201908221410.496,"14","10","29.4",14H 10M 29.4S,2019-08-22 14:10:29,4895,"M",2,"A",2,1,1,1,5,0,4,3,0,2,21,2,1,0,0,9,0.111111111111111,0.888888888888889
"2151",2019-08-22,"BA",1,1088.084,"BG_V_BA","R","op","primary",FALSE,1418.13473333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,3,1,7,4972,3,201908221418.135,"14","18","7.8",14H 18M 7.8S,2019-08-22 14:18:07,4965,"M",2,"A",2,1,1,1,3,1,4,3,0,0,22,2,1,0,0,8,0.125,0.875
"2157",2019-08-22,"BA",1,1117.405,"BG_V_BA","R","op","primary",FALSE,1418.62341666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,3,2,5,4978,3,201908221418.623,"14","18","37.2",14H 18M 37.2S,2019-08-22 14:18:37,4972,"M",2,"A",2,1,1,2,4,1,4,3,0,1,23,2,1,0,0,7,0.285714285714286,0.714285714285714
"2173",2019-08-22,"BA",1,1166.32,"BG_V_BA","R","op","primary",FALSE,1419.43866666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,3,5,6,4994,3,201908221419.439,"14","19","25.8",14H 19M 25.8S,2019-08-22 14:19:25,4984,"M",2,"A",2,1,1,2,3,1,3,3,1,1,24,2,1,0,0,11,0.454545454545455,0.545454545454545
"6356",2019-08-23,"NB",2,348.773,"BG_V_BA","B","op","primary",FALSE,805.8129,"NB 20190823 2","NB 20190823 2","NB 20190823 scan2",810,201908230810,0,0,1,1,3,0,0,5188,3,201908230805.813,"08","05","48.6",8H 5M 48.6S,2019-08-23 08:05:48,5185,"M",2,"A",2,1,1,0,0,0,0,3,0,0,25,1,5,0,0,0,0,0
"6366",2019-08-23,"NB",2,408.342,"BG_V_BA","B","op","primary",FALSE,806.8057,"NB 20190823 2","NB 20190823 2","NB 20190823 scan2",810,201908230810,0,0,1,1,3,0,0,5198,3,201908230806.806,"08","06","48",8H 6M 48S,2019-08-23 08:06:48,5192,"M",2,"A",2,1,1,0,0,0,0,3,0,0,26,1,5,0,0,0,0,0
"2540",2019-08-25,"BA",1,296.304,"BG_V_BA","R","op","primary",FALSE,1404.9384,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,1,0,1,3,0,0,5935,3,201908251404.938,"14","04","55.8",14H 4M 55.8S,2019-08-25 14:04:55,5925,"M",2,"A",2,1,1,0,0,0,0,3,0,0,27,2,1,0,0,0,0,0
"2548",2019-08-25,"BA",1,331.103,"BG_V_BA","R","op","primary",FALSE,1405.51838333333,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,1,0,1,3,0,0,5943,3,201908251405.518,"14","05","30.6",14H 5M 30.6S,2019-08-25 14:05:30,5937,"M",2,"A",2,1,1,0,0,0,0,3,0,0,28,2,1,0,0,0,0,0
"2562",2019-08-25,"BA",1,370.706,"BG_V_BA","B","op","primary",FALSE,1406.17843333333,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,0,1,1,3,0,0,5957,3,201908251406.178,"14","06","10.2",14H 6M 10.2S,2019-08-25 14:06:10,5948,"M",2,"A",2,1,1,0,0,0,0,3,0,0,29,1,1,0,0,0,0,0
"2568",2019-08-25,"BA",1,401.001,"BG_V_BA","R","op","primary",FALSE,1406.68335,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,1,0,1,3,0,0,5963,3,201908251406.683,"14","06","40.8",14H 6M 40.8S,2019-08-25 14:06:40,5958,"M",2,"A",2,1,1,0,0,0,0,3,0,0,30,2,1,0,0,0,0,0
"2579",2019-08-25,"BA",1,439.131,"BG_V_BA","R","op","primary",FALSE,1407.31885,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,1,0,1,3,0,0,5974,3,201908251407.319,"14","07","18.6",14H 7M 18.6S,2019-08-25 14:07:18,5966,"M",2,"A",2,1,1,0,0,0,0,3,0,0,31,2,1,0,0,0,0,0
"2595",2019-08-25,"BA",1,485.573,"BG_V_BA","R","op","primary",FALSE,1408.09288333333,"BA 20190825 1","BA 20190825 1","BA 20190825 SCAN1",1400,201908251400,0,1,0,1,3,0,0,5990,3,201908251408.093,"14","08","5.4",14H 8M 5.4S,2019-08-25 14:08:05,5981,"M",2,"A",2,1,1,0,0,0,0,3,0,0,32,2,1,0,0,0,0,0
