"","date","group","session","rel_time","subject","behav1","behav2","type","change","time_hh_min","date_scan","data_part","time_window","date_part_scan","date_to_match","closest","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","id_all_index","date_time","hour","minute","second","hms","real_date","zz","sex","sex_index","age","age_index","male","adult","s_male_blue","s_male_red","s_adult_blue","s_adult_red","roost","s_roost_blue","s_roost_red","bout","tech_index","group_index","ac_r_init","ac_b_init","n_obs_total","f_obs_blue","f_obs_red"
"925",2019-08-19,"BA",1,1478.215,"BPO_V_BA","R","op","primary",FALSE,1424.63691666667,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN3",1420,201908191420,0,1,0,1,27,2,6,2138,27,201908191424.637,"14","24","37.8",14H 24M 37.8S,2019-08-19 14:24:37,2131,"M",2,"A",2,1,1,0,3,0,1,2,1,6,82,2,1,0,1,8,0.25,0.75
"936",2019-08-19,"BA",1,1548.504,"BPO_V_BA","B","op","primary",FALSE,1425.8084,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,0,1,1,27,0,4,2149,27,201908191425.808,"14","25","48",14H 25M 48S,2019-08-19 14:25:48,2146,"M",2,"A",2,1,1,0,3,0,3,2,0,4,83,1,1,0,1,4,0,1
"943",2019-08-19,"BA",1,1578.614,"BPO_V_BA","R","op","primary",FALSE,1426.31023333333,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,27,3,4,2156,27,201908191426.31,"14","26","18.6",14H 26M 18.6S,2019-08-19 14:26:18,2150,"M",2,"A",2,1,1,1,2,1,2,2,2,4,84,2,1,0,1,7,0.428571428571429,0.571428571428571
"993",2019-08-19,"BA",1,1952.163,"BPO_V_BA","R","op","primary",FALSE,1432.53605,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,27,0,5,2206,27,201908191432.536,"14","32","31.8",14H 32M 31.8S,2019-08-19 14:32:31,2202,"M",2,"A",2,1,1,0,3,0,3,2,0,5,85,2,1,0,1,5,0,1
"1005",2019-08-19,"BA",1,2021.049,"BPO_V_BA","R","op","primary",FALSE,1433.68415,"BA 20190819 1","BA 20190819 1","BA 20190819 SCAN4",1430,201908191430,0,1,0,1,27,2,2,2218,27,201908191433.684,"14","33","40.8",14H 33M 40.8S,2019-08-19 14:33:40,2215,"M",2,"A",2,1,1,1,2,1,1,2,2,2,86,2,1,0,1,4,0.5,0.5
"1581",2019-08-21,"BA",2,181.413,"BPO_V_BA","R","op","primary",FALSE,1503.02355,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN1",1500,201908211500,0,1,0,1,27,0,0,3818,27,201908211503.024,"15","03","1.2",15H 3M 1.2S,2019-08-21 15:03:01,3818,"M",2,"A",2,1,1,0,0,0,0,2,0,0,87,2,1,0,1,0,0,0
"1592",2019-08-21,"BA",2,225.274,"BPO_V_BA","B","op","primary",FALSE,1503.75456666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN1",1500,201908211500,0,0,1,1,27,0,6,3829,27,201908211503.755,"15","03","45",15H 3M 45S,2019-08-21 15:03:45,3824,"M",2,"A",2,1,1,0,2,0,3,2,0,5,88,1,1,0,1,6,0,1
"1593",2019-08-21,"BA",2,242.321,"BPO_V_BA","B","op","primary",FALSE,1504.03868333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN1",1500,201908211500,0,0,1,1,27,1,3,3830,27,201908211504.039,"15","04","1.8",15H 4M 1.8S,2019-08-21 15:04:01,3827,"M",2,"A",2,1,1,1,1,1,2,2,1,2,89,1,1,0,1,4,0.25,0.75
"1599",2019-08-21,"BA",2,263.934,"BPO_V_BA","R","op","primary",FALSE,1504.3989,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN1",1500,201908211500,0,1,0,1,27,4,3,3836,27,201908211504.399,"15","04","23.4",15H 4M 23.4S,2019-08-21 15:04:23,3830,"M",2,"A",2,1,1,3,2,3,1,2,4,3,90,2,1,0,1,7,0.571428571428571,0.428571428571429
"1603",2019-08-21,"BA",2,283.247,"BPO_V_BA","R","op","primary",FALSE,1504.72078333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN1",1500,201908211500,0,1,0,1,27,2,7,3840,27,201908211504.721,"15","04","43.2",15H 4M 43.2S,2019-08-21 15:04:43,3832,"M",2,"A",2,1,1,1,4,1,3,2,2,7,91,2,1,0,1,9,0.222222222222222,0.777777777777778
"1606",2019-08-21,"BA",2,300.403,"BPO_V_BA","R","op","primary",FALSE,1505.00671666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,5,3843,27,201908211505.007,"15","05","0",15H 5M 0S,2019-08-21 15:05:00,3839,"M",2,"A",2,1,1,0,4,0,3,2,0,4,92,2,1,0,1,5,0,1
"1611",2019-08-21,"BA",2,315.376,"BPO_V_BA","R","op","primary",FALSE,1505.25626666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,3,3848,27,201908211505.256,"15","05","15",15H 5M 15S,2019-08-21 15:05:15,3841,"M",2,"A",2,1,1,0,3,0,2,2,0,2,93,2,1,0,1,3,0,1
"1612",2019-08-21,"BA",2,328.047,"BPO_V_BA","B","op","primary",FALSE,1505.46745,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,1,3849,27,201908211505.467,"15","05","27.6",15H 5M 27.6S,2019-08-21 15:05:27,3843,"M",2,"A",2,1,1,0,1,0,0,2,0,0,94,1,1,0,1,1,0,1
"1618",2019-08-21,"BA",2,352.667,"BPO_V_BA","R","op","primary",FALSE,1505.87778333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3855,27,201908211505.878,"15","05","52.2",15H 5M 52.2S,2019-08-21 15:05:52,3849,"M",2,"A",2,1,1,0,0,0,0,2,0,0,95,2,1,0,1,0,0,0
"1623",2019-08-21,"BA",2,375.039,"BPO_V_BA","R","op","primary",FALSE,1506.25065,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3860,27,201908211506.251,"15","06","15",15H 6M 15S,2019-08-21 15:06:15,3854,"M",2,"A",2,1,1,0,0,0,0,2,0,0,96,2,1,0,1,0,0,0
"1631",2019-08-21,"BA",2,408.533,"BPO_V_BA","B","op","primary",FALSE,1506.80888333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3868,27,201908211506.809,"15","06","48",15H 6M 48S,2019-08-21 15:06:48,3862,"M",2,"A",2,1,1,0,0,0,0,2,0,0,97,1,1,0,1,0,0,0
"1635",2019-08-21,"BA",2,422.498,"BPO_V_BA","B","op","primary",FALSE,1507.04163333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3872,27,201908211507.042,"15","07","2.4",15H 7M 2.4S,2019-08-21 15:07:02,3865,"M",2,"A",2,1,1,0,0,0,0,2,0,0,98,1,1,0,1,0,0,0
"1644",2019-08-21,"BA",2,447.56,"BPO_V_BA","B","op","primary",FALSE,1507.45933333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3881,27,201908211507.459,"15","07","27",15H 7M 27S,2019-08-21 15:07:27,3871,"M",2,"A",2,1,1,0,0,0,0,2,0,0,99,1,1,0,1,0,0,0
"1654",2019-08-21,"BA",2,482.257,"BPO_V_BA","B","op","primary",FALSE,1508.03761666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3891,27,201908211508.038,"15","08","1.8",15H 8M 1.8S,2019-08-21 15:08:01,3883,"M",2,"A",2,1,1,0,0,0,0,2,0,0,100,1,1,0,1,0,0,0
"1660",2019-08-21,"BA",2,507.702,"BPO_V_BA","R","op","primary",FALSE,1508.4617,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3897,27,201908211508.462,"15","08","27.6",15H 8M 27.6S,2019-08-21 15:08:27,3889,"M",2,"A",2,1,1,0,0,0,0,2,0,0,101,2,1,0,1,0,0,0
"1665",2019-08-21,"BA",2,523.318,"BPO_V_BA","R","op","primary",FALSE,1508.72196666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3902,27,201908211508.722,"15","08","43.2",15H 8M 43.2S,2019-08-21 15:08:43,3894,"M",2,"A",2,1,1,0,0,0,0,2,0,0,102,2,1,0,1,0,0,0
"1669",2019-08-21,"BA",2,532.346,"BPO_V_BA","B","op","primary",FALSE,1508.87243333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3906,27,201908211508.872,"15","08","52.2",15H 8M 52.2S,2019-08-21 15:08:52,3896,"M",2,"A",2,1,1,0,0,0,0,2,0,0,103,1,1,0,1,0,0,0
"1673",2019-08-21,"BA",2,547.95,"BPO_V_BA","B","op","primary",FALSE,1509.1325,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3910,27,201908211509.133,"15","09","7.8",15H 9M 7.8S,2019-08-21 15:09:07,3900,"M",2,"A",2,1,1,0,0,0,0,2,0,0,104,1,1,0,1,0,0,0
"1682",2019-08-21,"BA",2,585.085,"BPO_V_BA","R","op","primary",FALSE,1509.75141666667,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3919,27,201908211509.751,"15","09","45",15H 9M 45S,2019-08-21 15:09:45,3912,"M",2,"A",2,1,1,0,0,0,0,2,0,0,105,2,1,0,1,0,0,0
"1692",2019-08-21,"BA",2,628.532,"BPO_V_BA","R","op","primary",FALSE,1510.47553333333,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,1,0,1,27,0,0,3929,27,201908211510.476,"15","10","28.2",15H 10M 28.2S,2019-08-21 15:10:28,3925,"M",2,"A",2,1,1,0,0,0,0,2,0,0,106,2,1,0,1,0,0,0
"1713",2019-08-21,"BA",2,706.98,"BPO_V_BA","B","op","primary",FALSE,1511.783,"BA 20190821 2","BA 20190821 2","BA 20190821 SCAN2",1510,201908211510,0,0,1,1,27,0,0,3950,27,201908211511.783,"15","11","46.8",15H 11M 46.8S,2019-08-21 15:11:46,3944,"M",2,"A",2,1,1,0,0,0,0,2,0,0,107,1,1,0,1,0,0,0
"2075",2019-08-22,"BA",1,613.934,"BPO_V_BA","R","op","primary",FALSE,1410.23223333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,27,2,6,4896,27,201908221410.232,"14","10","13.8",14H 10M 13.8S,2019-08-22 14:10:13,4889,"M",2,"A",2,1,1,2,6,0,3,2,2,3,108,2,1,0,1,8,0.25,0.75
"2089",2019-08-22,"BA",1,655.927,"BPO_V_BA","R","op","primary",FALSE,1410.93211666667,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN2",1410,201908221410,0,1,0,1,27,1,9,4910,27,201908221410.932,"14","10","55.8",14H 10M 55.8S,2019-08-22 14:10:55,4901,"M",2,"A",2,1,1,1,6,0,4,2,0,6,109,2,1,0,1,10,0.1,0.9
"2136",2019-08-22,"BA",1,1037.981,"BPO_V_BA","R","op","primary",FALSE,1417.29968333333,"BA 20190822 1","BA 20190822 1","BA 20190822 SCAN3",1420,201908221420,0,1,0,1,27,2,12,4957,27,201908221417.3,"14","17","1.8",14H 17M 1.8S,2019-08-22 14:17:01,4944,"M",2,"A",2,1,1,1,8,1,5,2,2,9,110,2,1,0,1,14,0.142857142857143,0.857142857142857
"2467",2019-08-24,"BA",1,992.092,"BPO_V_BA","R","op","primary",FALSE,1416.53486666667,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,1,0,1,27,2,4,5862,27,201908241416.535,"14","16","31.8",14H 16M 31.8S,2019-08-24 14:16:31,5857,"M",2,"A",2,1,1,2,4,1,2,2,2,4,111,2,1,0,1,6,0.333333333333333,0.666666666666667
"2474",2019-08-24,"BA",1,1014.504,"BPO_V_BA","R","op","primary",FALSE,1416.9084,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,1,0,1,27,1,7,5869,27,201908241416.908,"14","16","54",14H 16M 54S,2019-08-24 14:16:54,5862,"M",2,"A",2,1,1,0,6,0,1,2,1,6,112,2,1,0,1,8,0.125,0.875
"2488",2019-08-24,"BA",1,1064.818,"BPO_V_BA","R","op","primary",FALSE,1417.74696666667,"BA 20190824 1","BA 20190824 1","BA 20190824 SCAN3",1420,201908241420,0,1,0,1,27,2,3,5883,27,201908241417.747,"14","17","44.4",14H 17M 44.4S,2019-08-24 14:17:44,5879,"M",2,"A",2,1,1,2,2,0,1,2,2,2,113,2,1,0,1,5,0.4,0.6
"2718",2019-08-25,"BA",2,66.551,"BPO_V_BA","R","op","primary",FALSE,1501.10918333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,1,0,6113,27,201908251501.109,"15","01","6",15H 1M 6S,2019-08-25 15:01:06,6112,"M",2,"A",2,1,1,1,0,1,0,2,1,0,114,2,1,0,1,1,1,0
"2720",2019-08-25,"BA",2,86.432,"BPO_V_BA","R","op","primary",FALSE,1501.44053333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,1,0,6115,27,201908251501.441,"15","01","26.4",15H 1M 26.4S,2019-08-25 15:01:26,6112,"M",2,"A",2,1,1,1,0,1,0,2,1,0,115,2,1,0,1,1,1,0
"2726",2019-08-25,"BA",2,124.887,"BPO_V_BA","R","op","primary",FALSE,1502.08145,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6121,27,201908251502.081,"15","02","4.8",15H 2M 4.8S,2019-08-25 15:02:04,6116,"M",2,"A",2,1,1,0,0,0,0,2,0,0,116,2,1,0,1,0,0,0
"2732",2019-08-25,"BA",2,149.92,"BPO_V_BA","R","op","primary",FALSE,1502.49866666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6127,27,201908251502.499,"15","02","29.4",15H 2M 29.4S,2019-08-25 15:02:29,6120,"M",2,"A",2,1,1,0,0,0,0,2,0,0,117,2,1,0,1,0,0,0
"2743",2019-08-25,"BA",2,222.141,"BPO_V_BA","R","op","primary",FALSE,1503.70235,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6138,27,201908251503.702,"15","03","42",15H 3M 42S,2019-08-25 15:03:42,6133,"M",2,"A",2,1,1,0,0,0,0,2,0,0,118,2,1,0,1,0,0,0
"2746",2019-08-25,"BA",2,238.077,"BPO_V_BA","R","op","primary",FALSE,1503.96795,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6141,27,201908251503.968,"15","03","57.6",15H 3M 57.6S,2019-08-25 15:03:57,6137,"M",2,"A",2,1,1,0,0,0,0,2,0,0,119,2,1,0,1,0,0,0
"2753",2019-08-25,"BA",2,279.757,"BPO_V_BA","R","op","primary",FALSE,1504.66261666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6148,27,201908251504.663,"15","04","39.6",15H 4M 39.6S,2019-08-25 15:04:39,6144,"M",2,"A",2,1,1,0,0,0,0,2,0,0,120,2,1,0,1,0,0,0
"2757",2019-08-25,"BA",2,294.576,"BPO_V_BA","R","op","primary",FALSE,1504.9096,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN1",1500,201908251500,0,1,0,1,27,0,0,6152,27,201908251504.91,"15","04","54.6",15H 4M 54.6S,2019-08-25 15:04:54,6145,"M",2,"A",2,1,1,0,0,0,0,2,0,0,121,2,1,0,1,0,0,0
"2767",2019-08-25,"BA",2,364.192,"BPO_V_BA","R","op","primary",FALSE,1506.06986666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6162,27,201908251506.07,"15","06","4.2",15H 6M 4.2S,2019-08-25 15:06:04,6158,"M",2,"A",2,1,1,0,0,0,0,2,0,0,122,2,1,0,1,0,0,0
"2773",2019-08-25,"BA",2,385.072,"BPO_V_BA","R","op","primary",FALSE,1506.41786666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6168,27,201908251506.418,"15","06","24.6",15H 6M 24.6S,2019-08-25 15:06:24,6161,"M",2,"A",2,1,1,0,0,0,0,2,0,0,123,2,1,0,1,0,0,0
"2780",2019-08-25,"BA",2,414.843,"BPO_V_BA","R","op","primary",FALSE,1506.91405,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6175,27,201908251506.914,"15","06","54.6",15H 6M 54.6S,2019-08-25 15:06:54,6168,"M",2,"A",2,1,1,0,0,0,0,2,0,0,124,2,1,0,1,0,0,0
"2782",2019-08-25,"BA",2,420.769,"BPO_V_BA","B","op","primary",FALSE,1507.01281666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,27,0,0,6177,27,201908251507.013,"15","07","0.6",15H 7M 0.6S,2019-08-25 15:07:00,6169,"M",2,"A",2,1,1,0,0,0,0,2,0,0,125,1,1,0,1,0,0,0
"2784",2019-08-25,"BA",2,432.26,"BPO_V_BA","R","op","primary",FALSE,1507.20433333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6179,27,201908251507.204,"15","07","12",15H 7M 12S,2019-08-25 15:07:12,6172,"M",2,"A",2,1,1,0,0,0,0,2,0,0,126,2,1,0,1,0,0,0
"2794",2019-08-25,"BA",2,464.272,"BPO_V_BA","R","op","primary",FALSE,1507.73786666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6189,27,201908251507.738,"15","07","43.8",15H 7M 43.8S,2019-08-25 15:07:43,6180,"M",2,"A",2,1,1,0,0,0,0,2,0,0,127,2,1,0,1,0,0,0
"2819",2019-08-25,"BA",2,581.031,"BPO_V_BA","B","op","primary",FALSE,1509.68385,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,0,1,1,27,0,0,6214,27,201908251509.684,"15","09","40.8",15H 9M 40.8S,2019-08-25 15:09:40,6210,"M",2,"A",2,1,1,0,0,0,0,2,0,0,128,1,1,0,1,0,0,0
"2826",2019-08-25,"BA",2,599.659,"BPO_V_BA","R","op","primary",FALSE,1509.99431666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,27,0,0,6221,27,201908251509.994,"15","09","59.4",15H 9M 59.4S,2019-08-25 15:09:59,6211,"M",2,"A",2,1,1,0,0,0,0,2,0,0,129,2,1,0,1,0,0,0
"243",2019-08-16,"BA",1,524.883,"BPT_V_BA","R","op","primary",FALSE,1408.74805,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN2",1410,201908161410,0,1,0,1,28,0,0,452,28,201908161408.748,"14","08","44.4",14H 8M 44.4S,2019-08-16 14:08:44,450,"F",1,"A",2,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0
"260",2019-08-16,"BA",1,762.736,"BPT_V_BA","R","op","primary",FALSE,1412.71226666667,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN2",1410,201908161410,0,1,0,1,28,0,0,469,28,201908161412.712,"14","12","42.6",14H 12M 42.6S,2019-08-16 14:12:42,466,"F",1,"A",2,0,1,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0
"263",2019-08-16,"BA",1,790.368,"BPT_V_BA","R","op","primary",FALSE,1413.1728,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN2",1410,201908161410,0,1,0,1,28,0,0,472,28,201908161413.173,"14","13","10.2",14H 13M 10.2S,2019-08-16 14:13:10,469,"F",1,"A",2,0,1,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0
"277",2019-08-16,"BA",1,977.701,"BPT_V_BA","R","op","primary",FALSE,1416.29501666667,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN3",1420,201908161420,0,1,0,1,28,0,0,486,28,201908161416.295,"14","16","17.4",14H 16M 17.4S,2019-08-16 14:16:17,485,"F",1,"A",2,0,1,0,0,0,0,2,0,0,4,2,1,0,0,0,0,0
"286",2019-08-16,"BA",1,1107.402,"BPT_V_BA","R","op","primary",FALSE,1418.4567,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN3",1420,201908161420,0,1,0,1,28,0,0,495,28,201908161418.457,"14","18","27",14H 18M 27S,2019-08-16 14:18:27,493,"F",1,"A",2,0,1,0,0,0,0,2,0,0,5,2,1,0,0,0,0,0
"2930",2019-08-25,"BA",2,1118.924,"BPT_V_BA","R","op","primary",FALSE,1518.64873333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,28,0,0,6325,28,201908251518.649,"15","18","38.4",15H 18M 38.4S,2019-08-25 15:18:38,6315,"F",1,"A",2,0,1,0,0,0,0,2,0,0,6,2,1,0,0,0,0,0
"2947",2019-08-25,"BA",2,1179.385,"BPT_V_BA","R","op","primary",FALSE,1519.65641666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,28,0,0,6342,28,201908251519.656,"15","19","39",15H 19M 39S,2019-08-25 15:19:39,6336,"F",1,"A",2,0,1,0,0,0,0,2,0,0,7,2,1,0,0,0,0,0
"2958",2019-08-25,"BA",2,1226.954,"BPT_V_BA","R","op","primary",FALSE,1520.44923333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,1,0,1,28,0,0,6353,28,201908251520.449,"15","20","26.4",15H 20M 26.4S,2019-08-25 15:20:26,6346,"F",1,"A",2,0,1,0,0,0,0,2,0,0,8,2,1,0,0,0,0,0
"3005",2019-08-25,"BA",2,1504.141,"BPT_V_BA","R","op","primary",FALSE,1525.06901666667,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,1,0,1,28,0,0,6400,28,201908251525.069,"15","25","3.6",15H 25M 3.6S,2019-08-25 15:25:03,6398,"F",1,"A",2,0,1,0,0,0,0,2,0,0,9,2,1,0,0,0,0,0
"3010",2019-08-25,"BA",2,1554.465,"BPT_V_BA","R","op","primary",FALSE,1525.90775,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,1,0,1,28,0,0,6405,28,201908251525.908,"15","25","54",15H 25M 54S,2019-08-25 15:25:54,6405,"F",1,"A",2,0,1,0,0,0,0,2,0,0,10,2,1,0,0,0,0,0
"3017",2019-08-25,"BA",2,1592.978,"BPT_V_BA","R","op","primary",FALSE,1526.54963333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN4",1530,201908251530,0,1,0,1,28,0,0,6412,28,201908251526.55,"15","26","33",15H 26M 33S,2019-08-25 15:26:33,6407,"F",1,"A",2,0,1,0,0,0,0,2,0,0,11,2,1,0,0,0,0,0
"2810",2019-08-25,"BA",2,523.913,"BPV_V_BA","R","op","primary",FALSE,1508.73188333333,"BA 20190825 2","BA 20190825 2","BA 20190825 SCAN2",1510,201908251510,1,1,0,1,29,0,0,6205,29,201908251508.732,"15","08","43.8",15H 8M 43.8S,2019-08-25 15:08:43,6198,"F",1,"A",2,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0
"308",2019-08-16,"BA",1,1575.084,"BT_V_BA","R","op","primary",FALSE,1426.2514,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,0,4,517,30,201908161426.251,"14","26","15",14H 26M 15S,2019-08-16 14:26:15,514,"M",2,"A",2,1,1,0,2,0,1,2,0,3,1,2,1,0,0,4,0,1
"315",2019-08-16,"BA",1,1637.275,"BT_V_BA","R","op","primary",FALSE,1427.28791666667,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,1,3,524,30,201908161427.288,"14","27","16.8",14H 27M 16.8S,2019-08-16 14:27:16,521,"M",2,"A",2,1,1,1,2,1,2,2,1,1,2,2,1,0,0,4,0.25,0.75
"319",2019-08-16,"BA",1,1715.702,"BT_V_BA","R","op","primary",FALSE,1428.59503333333,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,0,2,528,30,201908161428.595,"14","28","35.4",14H 28M 35.4S,2019-08-16 14:28:35,527,"M",2,"A",2,1,1,0,0,0,0,2,0,1,3,2,1,0,0,2,0,1
"324",2019-08-16,"BA",1,1788.96,"BT_V_BA","R","op","primary",FALSE,1429.816,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,1,1,533,30,201908161429.816,"14","29","48.6",14H 29M 48.6S,2019-08-16 14:29:48,532,"M",2,"A",2,1,1,0,1,0,1,2,1,1,4,2,1,0,0,2,0.5,0.5
"333",2019-08-16,"BA",1,1859.395,"BT_V_BA","R","op","primary",FALSE,1430.98991666667,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,1,4,542,30,201908161430.99,"14","30","59.4",14H 30M 59.4S,2019-08-16 14:30:59,538,"M",2,"A",2,1,1,1,1,0,1,2,1,3,5,2,1,0,0,5,0.2,0.8
"336",2019-08-16,"BA",1,1893.768,"BT_V_BA","R","op","primary",FALSE,1431.5628,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,0,2,545,30,201908161431.563,"14","31","33.6",14H 31M 33.6S,2019-08-16 14:31:33,544,"M",2,"A",2,1,1,0,2,0,2,2,0,1,6,2,1,0,0,2,0,1
"337",2019-08-16,"BA",1,1939.725,"BT_V_BA","R","op","primary",FALSE,1432.32875,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,0,1,546,30,201908161432.329,"14","32","19.2",14H 32M 19.2S,2019-08-16 14:32:19,546,"M",2,"A",2,1,1,0,1,0,1,2,0,1,7,2,1,0,0,1,0,1
"344",2019-08-16,"BA",1,1990.622,"BT_V_BA","R","op","primary",FALSE,1433.17703333333,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN4",1430,201908161430,0,1,0,1,30,0,4,553,30,201908161433.177,"14","33","10.2",14H 33M 10.2S,2019-08-16 14:33:10,550,"M",2,"A",2,1,1,0,2,0,0,2,0,2,8,2,1,0,0,4,0,1
"357",2019-08-16,"BA",1,2154.131,"BT_V_BA","R","op","primary",FALSE,1435.90218333333,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN5",1440,201908161440,0,1,0,1,30,0,0,566,30,201908161435.902,"14","35","54",14H 35M 54S,2019-08-16 14:35:54,564,"M",2,"A",2,1,1,0,0,0,0,2,0,0,9,2,1,0,0,0,0,0
"362",2019-08-16,"BA",1,2233.985,"BT_V_BA","R","op","primary",FALSE,1437.23308333333,"BA 20190816 1","BA 20190816 1","BA 20190816 SCAN5",1440,201908161440,0,1,0,1,30,0,0,571,30,201908161437.233,"14","37","13.8",14H 37M 13.8S,2019-08-16 14:37:13,571,"M",2,"A",2,1,1,0,0,0,0,2,0,0,10,2,1,0,0,0,0,0
