"","x","date","session","subject","colour","rel_time","nbr_ind","drops","behav","behav1","behav2","group","choose_red","choose_blue","open","subject_index","n_obs_blue","n_obs_red","obs_index","ID_all_index","forg_bout"
"1527",1527,20190822,2,"MVT_V_BA","1-RED",207.316,6,"drops","Rdr","R","dr","BA",1,0,0,53,0,2,1527,50,0
"1528",1528,20190822,1,"MVT_V_BA","1-RED",209.209,10,"drops","Rdr","R","dr","BA",1,0,0,53,0,2,1528,50,0
"1530",1530,20190822,2,"MVT_V_BA","1-RED",210.391,6,"drops","Rdr","R","dr","BA",1,0,0,53,0,2,1530,50,0
"1532",1532,20190822,1,"MVT_V_BA","1-RED",213.621,11,"op","Rop","R","op","BA",1,0,1,53,0,2,1532,50,0
"1567",1567,20190822,1,"MVT_V_BA","1-RED",274.055,10,"op","Rop","R","op","BA",1,0,1,53,0,2,1567,50,0
"1606",1606,20190822,1,"MVT_V_BA","1-RED",342.148,12,"drops","Rdr","R","dr","BA",1,0,0,53,0,2,1606,50,0
"1607",1607,20190822,1,"MVT_V_BA","1-BLUE",343.172,11,"op","Bop","B","op","BA",0,1,1,53,0,2,1607,50,0
"1639",1639,20190822,1,"MVT_V_BA","1-RED",400.283,7,"op","Rop","R","op","BA",1,0,1,53,0,2,1639,50,0
"1667",1667,20190822,1,"MVT_V_BA","1-RED",462.338,7,"op","Rop","R","op","BA",1,0,1,53,0,2,1667,50,0
"1688",1688,20190822,1,"MVT_V_BA","1-RED",494.609,8,"op","Rop","R","op","BA",1,0,1,53,0,2,1688,50,0
"1816",1816,20190822,1,"MVT_V_BA","1-RED",964.036,7,"op","Rop","R","op","BA",1,0,1,53,0,2,1816,50,0
"1876",1876,20190822,1,"MVT_V_BA","1-BLUE",1068.108,9,"op","Bop","B","op","BA",0,1,1,53,0,2,1876,50,0
"1879",1879,20190822,1,"MVT_V_BA","1-RED",1080.432,11,"op","Rop","R","op","BA",1,0,1,53,0,2,1879,50,0
"1908",1908,20190822,1,"MVT_V_BA","1-RED",1136.286,7,"op","Rop","R","op","BA",1,0,1,53,0,2,1908,50,0
"2017",2017,20190824,1,"MVT_V_BA","1-RED",221.129,11,"op","Rop","R","op","BA",1,0,1,53,0,2,2017,50,0
"2025",2025,20190824,1,"MVT_V_BA","1-RED",252.141,13,"op","Rop","R","op","BA",1,0,1,53,0,2,2025,50,0
"2039",2039,20190824,1,"MVT_V_BA","1-RED",292.844,11,"op","Rop","R","op","BA",1,0,1,53,0,2,2039,50,0
"2043",2043,20190824,1,"MVT_V_BA","1-RED",313.347,11,"op","Rop","R","op","BA",1,0,1,53,0,2,2043,50,0
"2098",2098,20190824,1,"MVT_V_BA","1-RED",463.411,12,"op","Rop","R","op","BA",1,0,1,53,0,2,2098,50,0
"2113",2113,20190824,1,"MVT_V_BA","1-RED",511.56,12,"op","Rop","R","op","BA",1,0,1,53,0,2,2113,50,0
"2127",2127,20190824,1,"MVT_V_BA","1-RED",562.279,NA,"op","Rop","R","op","BA",1,0,1,53,0,2,2127,50,0
"2173",2173,20190824,1,"MVT_V_BA","1-BLUE",795.872,12,"op","Bop","B","op","BA",0,1,1,53,0,2,2173,50,0
"2189",2189,20190824,1,"MVT_V_BA","1-RED",843.242,11,"op","Rop","R","op","BA",1,0,1,53,0,2,2189,50,0
"2213",2213,20190824,1,"MVT_V_BA","1-RED",929.797,7,"op","Rop","R","op","BA",1,0,1,53,0,2,2213,50,0
"2363",2363,20190825,1,"MVT_V_BA","1-RED",390.327,6,"op","Rop","R","op","BA",1,0,1,53,0,2,2363,50,0
"2400",2400,20190825,1,"MVT_V_BA","1-RED",457.883,6,"op","Rop","R","op","BA",1,0,1,53,0,2,2400,50,0
"2412",2412,20190825,1,"MVT_V_BA","1-BLUE",476.436,5,"drops","Bdr","B","dr","BA",0,1,0,53,0,2,2412,50,0
"2414",2414,20190825,1,"MVT_V_BA","1-RED",484.247,7,"op","Rop","R","op","BA",1,0,1,53,0,2,2414,50,0
"2486",2486,20190825,1,"MVT_V_BA","1-BLUE",637.797,8,"op","Bop","B","op","BA",0,1,1,53,0,2,2486,50,0
"2499",2499,20190825,1,"MVT_V_BA","1-RED",693.802,10,"op","Rop","R","op","BA",1,0,1,53,0,2,2499,50,0
"2526",2526,20190825,1,"MVT_V_BA","1-RED",828.914,3,"op","Rop","R","op","BA",1,0,1,53,0,2,2526,50,0
"2550",2550,20190825,1,"MVT_V_BA","1-RED",860.741,1,"op","Rop","R","op","BA",1,0,1,53,0,2,2550,50,0
"2575",2575,20190825,1,"MVT_V_BA","1-RED",905.526,6,"op","Rop","R","op","BA",1,0,1,53,0,2,2575,50,0
"2607",2607,20190825,1,"MVT_V_BA","1-RED",959.669,8,"op","Rop","R","op","BA",1,0,1,53,0,2,2607,50,0
"376",376,20190816,1,"N_V_BA","1-RED",2882.544,6,"op","Rop","R","op","BA",1,0,1,54,5,10,376,51,0
"380",380,20190816,1,"N_V_BA","1-RED",2916.421,5,"op","Rop","R","op","BA",1,0,1,54,5,11,380,51,0
"391",391,20190816,1,"N_V_BA","1-RED",3174.998,5,"op","Rop","R","op","BA",1,0,1,54,6,11,391,51,0
"396",396,20190816,1,"N_V_BA","1-RED",3239.903,3,"op","Rop","R","op","BA",1,0,1,54,6,11,396,51,0
"398",398,20190816,1,"N_V_BA","1-RED",3273.644,4,"op","Rop","R","op","BA",1,0,1,54,6,11,398,51,0
"405",405,20190816,1,"N_V_BA","1-RED",3389.488,4,"op","Rop","R","op","BA",1,0,1,54,6,11,405,51,0
"417",417,20190816,1,"N_V_BA","1-RED",3700.108,4,"op","Rop","R","op","BA",1,0,1,54,6,11,417,51,0
"855",855,20190819,2,"N_V_BA","1-RED",2412.789,8,"op","Rop","R","op","BA",1,0,1,54,6,11,855,51,0
"888",888,20190819,2,"N_V_BA","1-RED",2672.496,5,"op","Rop","R","op","BA",1,0,1,54,6,11,888,51,0
"894",894,20190819,2,"N_V_BA","1-RED",2708.756,5,"op","Rop","R","op","BA",1,0,1,54,6,11,894,51,0
"895",895,20190819,2,"N_V_BA","1-RED",2718.21,6,"op","Rop","R","op","BA",1,0,1,54,6,11,895,51,0
"924",924,20190819,2,"N_V_BA","1-RED",3025.082,6,"op","Rop","R","op","BA",1,0,1,54,6,11,924,51,0
"1949",1949,20190822,2,"N_V_BA","1-RED",1217.764,9,"op","Rop","R","op","BA",1,0,1,54,11,13,1949,51,0
"2029",2029,20190824,1,"N_V_BA","1-RED",266.912,14,"op","Rop","R","op","BA",1,0,1,54,13,14,2029,51,0
"2115",2115,20190824,1,"N_V_BA","1-RED",515.375,14,"op","Rop","R","op","BA",1,0,1,54,14,15,2115,51,0
"2155",2155,20190824,1,"N_V_BA","1-RED",736.644,12,"op","Rop","R","op","BA",1,0,1,54,16,15,2155,51,0
"2177",2177,20190824,1,"N_V_BA","1-RED",810.053,11,"op","Rop","R","op","BA",1,0,1,54,16,15,2177,51,0
"2201",2201,20190824,1,"N_V_BA","1-RED",894.975,13,"op","Rop","R","op","BA",1,0,1,54,16,15,2201,51,0
"2245",2245,20190824,1,"N_V_BA","1-RED",1037.295,12,"op","Rop","R","op","BA",1,0,1,54,17,16,2245,51,0
"2641",2641,20190825,2,"N_V_BA","1-RED",1051.808,8,"op","Rop","R","op","BA",1,0,1,54,18,16,2641,51,0
"2707",2707,20190825,2,"N_V_BA","1-RED",1338.933,6,"op","Rop","R","op","BA",1,0,1,54,18,16,2707,51,0
"2754",2754,20190825,2,"N_V_BA","1-RED",1623.03,4,"op","Rop","R","op","BA",1,0,1,54,18,16,2754,51,0
"47",47,20190815,1,"NGO_V_MA","1-RED",383.443,0,"op","Rop","R","op","BA",1,0,1,55,0,0,47,52,0
"53",53,20190815,1,"NGO_V_MA","1-RED",507.126,3,"op","Rop","R","op","BA",1,0,1,55,0,0,53,52,0
"230",230,20190816,1,"NGO_V_MA","1-RED",454.911,3,"op","Rop","R","op","BA",1,0,1,55,0,2,230,52,0
"491",491,20190819,2,"NGO_V_MA","1-BLUE",509.93,3,"op","Bop","B","op","BA",0,1,1,55,0,2,491,52,0
"519",519,20190819,2,"NGO_V_MA","1-RED",643.965,4,"op","Rop","R","op","BA",1,0,1,55,0,2,519,52,0
"589",589,20190819,2,"NGO_V_MA","1-RED",940.71,2,"op","Rop","R","op","BA",1,0,1,55,0,2,589,52,0
"628",628,20190819,2,"NGO_V_MA","1-RED",1089.894,5,"op","Rop","R","op","BA",1,0,1,55,0,2,628,52,0
"677",677,20190819,2,"NGO_V_MA","1-RED",1261.416,5,"op","Rop","R","op","BA",1,0,1,55,0,2,677,52,0
"868",868,20190819,2,"NGO_V_MA","1-BLUE",2543.486,4,"op","Bop","B","op","BA",0,1,1,55,0,2,868,52,0
"879",879,20190819,2,"NGO_V_MA","1-RED",2628.771,4,"op","Rop","R","op","BA",1,0,1,55,0,2,879,52,0
"900",900,20190819,2,"NGO_V_MA","1-RED",2743.098,6,"op","Rop","R","op","BA",1,0,1,55,0,2,900,52,0
"1502",1502,20190822,1,"NGO_V_MA","1-RED",174.096,5,"op","Rop","R","op","BA",1,0,1,55,0,3,1502,52,0
"1546",1546,20190822,2,"NGO_V_MA","1-RED",238.556,8,"op","Rop","R","op","BA",1,0,1,55,0,3,1546,52,0
"1710",1710,20190822,1,"NGO_V_MA","1-BLUE",533.739,10,"op","Bop","B","op","BA",0,1,1,55,0,3,1710,52,0
"1796",1796,20190822,2,"NGO_V_MA","1-BLUE",916.756,7,"op","Bop","B","op","BA",0,1,1,55,0,3,1796,52,0
"343",343,20190816,1,"NGP_V_MA","1-BLUE",2177.904,7,"op","Bop","B","op","BA",0,1,1,56,0,4,343,53,0
"385",385,20190816,1,"NGP_V_MA","1-BLUE",3086.045,4,"op","Bop","B","op","BA",0,1,1,56,0,4,385,53,0
"441",441,20190819,1,"NGP_V_MA","1-BLUE",248.884,5,"op","Bop","B","op","BA",0,1,1,56,0,4,441,53,0
"449",449,20190819,1,"NGP_V_MA","1-RED",289.495,5,"op","Rop","R","op","BA",1,0,1,56,0,4,449,53,0
"459",459,20190819,1,"NGP_V_MA","1-RED",336.283,9,"op","Rop","R","op","BA",1,0,1,56,0,4,459,53,0
"466",466,20190819,1,"NGP_V_MA","1-RED",394.499,3,"op","Rop","R","op","BA",1,0,1,56,0,4,466,53,0
"489",489,20190819,1,"NGP_V_MA","1-RED",503.496,8,"op","Rop","R","op","BA",1,0,1,56,0,4,489,53,0
"495",495,20190819,1,"NGP_V_MA","1-RED",533.922,8,"op","Rop","R","op","BA",1,0,1,56,0,4,495,53,0
"508",508,20190819,1,"NGP_V_MA","1-BLUE",584.72,5,"op","Bop","B","op","BA",0,1,1,56,0,4,508,53,0
"525",525,20190819,1,"NGP_V_MA","1-BLUE",663.725,5,"op","Bop","B","op","BA",0,1,1,56,0,4,525,53,0
"547",547,20190819,1,"NGP_V_MA","1-RED",736.146,8,"op","Rop","R","op","BA",1,0,1,56,0,4,547,53,0
"591",591,20190819,1,"NGP_V_MA","1-RED",955.362,6,"op","Rop","R","op","BA",1,0,1,56,0,4,591,53,0
"602",602,20190819,1,"NGP_V_MA","1-BLUE",994.162,5,"op","Bop","B","op","BA",0,1,1,56,0,4,602,53,0
"625",625,20190819,1,"NGP_V_MA","1-BLUE",1078.147,9,"op","Bop","B","op","BA",0,1,1,56,0,4,625,53,0
"640",640,20190819,1,"NGP_V_MA","1-RED",1126.413,8,"op","Rop","R","op","BA",1,0,1,56,0,4,640,53,0
"652",652,20190819,1,"NGP_V_MA","1-BLUE",1178.148,5,"op","Bop","B","op","BA",0,1,1,56,0,4,652,53,0
"666",666,20190819,1,"NGP_V_MA","1-BLUE",1224.916,6,"op","Bop","B","op","BA",0,1,1,56,0,4,666,53,0
"687",687,20190819,1,"NGP_V_MA","1-RED",1390.106,8,"op","Rop","R","op","BA",1,0,1,56,0,4,687,53,0
"694",694,20190819,1,"NGP_V_MA","1-BLUE",1461.323,5,"op","Bop","B","op","BA",0,1,1,56,0,4,694,53,0
"706",706,20190819,1,"NGP_V_MA","1-BLUE",1504.942,5,"op","Bop","B","op","BA",0,1,1,56,0,4,706,53,0
"720",720,20190819,1,"NGP_V_MA","1-BLUE",1574.514,4,"op","Bop","B","op","BA",0,1,1,56,0,4,720,53,0
"817",817,20190819,2,"NGP_V_MA","1-BLUE",1999.863,7,"op","Bop","B","op","BA",0,1,1,56,0,4,817,53,0
"833",833,20190819,2,"NGP_V_MA","1-BLUE",2092.456,6,"op","Bop","B","op","BA",0,1,1,56,0,4,833,53,0
"839",839,20190819,2,"NGP_V_MA","1-BLUE",2273.213,6,"op","Bop","B","op","BA",0,1,1,56,0,4,839,53,0
"851",851,20190819,2,"NGP_V_MA","1-RED",2377.579,4,"op","Rop","R","op","BA",1,0,1,56,0,4,851,53,0
"859",859,20190819,2,"NGP_V_MA","1-RED",2451.231,8,"op","Rop","R","op","BA",1,0,1,56,0,4,859,53,0
"867",867,20190819,2,"NGP_V_MA","1-BLUE",2539.636,4,"op","Bop","B","op","BA",0,1,1,56,0,4,867,53,0
"878",878,20190819,2,"NGP_V_MA","1-BLUE",2625.821,4,"op","Bop","B","op","BA",0,1,1,56,0,4,878,53,0
"908",908,20190819,2,"NGP_V_MA","1-RED",2842.873,6,"op","Rop","R","op","BA",1,0,1,56,0,4,908,53,0
"919",919,20190819,2,"NGP_V_MA","1-BLUE",2977.46,3,"op","Bop","B","op","BA",0,1,1,56,0,4,919,53,0
"944",944,20190819,2,"NGP_V_MA","1-BLUE",3187.588,4,"op","Bop","B","op","BA",0,1,1,56,0,4,944,53,0
"1169",1169,20190821,2,"NGP_V_MA","1-BLUE",424.432,8,"op","Bop","B","op","BA",0,1,1,56,0,4,1169,53,0
"1190",1190,20190821,2,"NGP_V_MA","1-RED",497.351,7,"op","Rop","R","op","BA",1,0,1,56,0,4,1190,53,0
"1256",1256,20190821,2,"NGP_V_MA","1-BLUE",858.763,5,"drops","Bdr","B","dr","BA",0,1,0,56,0,4,1256,53,0
"1257",1257,20190821,2,"NGP_V_MA","1-RED",859.691,4,"op","Rop","R","op","BA",1,0,1,56,0,4,1257,53,0
"1280",1280,20190821,2,"NGP_V_MA","1-RED",981.486,6,"op","Rop","R","op","BA",1,0,1,56,0,4,1280,53,0
"1293",1293,20190821,2,"NGP_V_MA","1-RED",1048.936,3,"op","Rop","R","op","BA",1,0,1,56,0,4,1293,53,0
"1320",1320,20190821,2,"NGP_V_MA","1-RED",1206.627,8,"op","Rop","R","op","BA",1,0,1,56,0,4,1320,53,0
"1473",1473,20190822,2,"NGP_V_MA","1-RED",59.927,6,"op","Rop","R","op","BA",1,0,1,56,0,4,1473,53,0
"1496",1496,20190822,2,"NGP_V_MA","1-RED",150.652,7,"op","Rop","R","op","BA",1,0,1,56,0,4,1496,53,0
"1505",1505,20190822,2,"NGP_V_MA","1-BLUE",177.429,8,"op","Bop","B","op","BA",0,1,1,56,0,4,1505,53,0
"1541",1541,20190822,1,"NGP_V_MA","1-RED",225.945,15,"op","Rop","R","op","BA",1,0,1,56,0,4,1541,53,0
"1560",1560,20190822,2,"NGP_V_MA","1-RED",262.471,6,"op","Rop","R","op","BA",1,0,1,56,0,4,1560,53,0
"1564",1564,20190822,1,"NGP_V_MA","1-RED",271.12,11,"op","Rop","R","op","BA",1,0,1,56,0,4,1564,53,0
"1592",1592,20190822,2,"NGP_V_MA","1-RED",320.71,7,"op","Rop","R","op","BA",1,0,1,56,0,4,1592,53,0
"1634",1634,20190822,1,"NGP_V_MA","1-RED",394.958,8,"drops","Rdr","R","dr","BA",1,0,0,56,0,4,1634,53,0
"1640",1640,20190822,1,"NGP_V_MA","1-RED",403.365,8,"op","Rop","R","op","BA",1,0,1,56,0,4,1640,53,0
"1671",1671,20190822,2,"NGP_V_MA","1-RED",466.013,7,"op","Rop","R","op","BA",1,0,1,56,1,5,1671,53,0
"1675",1675,20190822,1,"NGP_V_MA","1-RED",472.952,8,"op","Rop","R","op","BA",1,0,1,56,1,5,1675,53,0
"1689",1689,20190822,2,"NGP_V_MA","1-RED",495.711,7,"op","Rop","R","op","BA",1,0,1,56,1,5,1689,53,0
"1742",1742,20190822,1,"NGP_V_MA","1-RED",624.149,8,"op","Rop","R","op","BA",1,0,1,56,2,5,1742,53,0
"1768",1768,20190822,2,"NGP_V_MA","1-RED",793.944,8,"op","Rop","R","op","BA",1,0,1,56,2,5,1768,53,0
"1780",1780,20190822,2,"NGP_V_MA","1-RED",838.069,7,"op","Rop","R","op","BA",1,0,1,56,2,5,1780,53,0
"1790",1790,20190822,2,"NGP_V_MA","1-RED",886.632,6,"op","Rop","R","op","BA",1,0,1,56,2,5,1790,53,0
"1807",1807,20190822,1,"NGP_V_MA","1-RED",939.002,9,"op","Rop","R","op","BA",1,0,1,56,2,5,1807,53,0
"1902",1902,20190822,1,"NGP_V_MA","1-RED",1128.375,8,"op","Rop","R","op","BA",1,0,1,56,3,7,1902,53,0
"1912",1912,20190822,2,"NGP_V_MA","1-RED",1148.562,8,"op","Rop","R","op","BA",1,0,1,56,3,7,1912,53,0
"1938",1938,20190822,2,"NGP_V_MA","1-RED",1201.448,8,"op","Rop","R","op","BA",1,0,1,56,3,7,1938,53,0
"1994",1994,20190824,1,"NGP_V_MA","1-BLUE",172.789,11,"op","Bop","B","op","BA",0,1,1,56,3,8,1994,53,0
"2000",2000,20190824,1,"NGP_V_MA","1-BLUE",187.538,17,"op","Bop","B","op","BA",0,1,1,56,3,8,2000,53,0
"2015",2015,20190824,1,"NGP_V_MA","1-RED",217.691,13,"op","Rop","R","op","BA",1,0,1,56,3,8,2015,53,0
"2031",2031,20190824,1,"NGP_V_MA","1-RED",269.729,15,"op","Rop","R","op","BA",1,0,1,56,3,9,2031,53,0
"2042",2042,20190824,1,"NGP_V_MA","1-RED",311.468,10,"op","Rop","R","op","BA",1,0,1,56,3,9,2042,53,0
"2047",2047,20190824,1,"NGP_V_MA","1-RED",333.182,13,"op","Rop","R","op","BA",1,0,1,56,3,9,2047,53,0
"2062",2062,20190824,1,"NGP_V_MA","1-RED",369.405,10,"op","Rop","R","op","BA",1,0,1,56,3,9,2062,53,0
"2070",2070,20190824,1,"NGP_V_MA","1-BLUE",386.959,8,"op","Bop","B","op","BA",0,1,1,56,3,9,2070,53,0
"2077",2077,20190824,1,"NGP_V_MA","1-BLUE",408.429,5,"op","Bop","B","op","BA",0,1,1,56,3,9,2077,53,0
"2083",2083,20190824,1,"NGP_V_MA","1-RED",425.496,8,"op","Rop","R","op","BA",1,0,1,56,3,9,2083,53,0
"2125",2125,20190824,1,"NGP_V_MA","1-RED",557.852,NA,"op","Rop","R","op","BA",1,0,1,56,4,9,2125,53,0
"2129",2129,20190824,1,"NGP_V_MA","1-RED",572.81,NA,"op","Rop","R","op","BA",1,0,1,56,4,9,2129,53,0
"2162",2162,20190824,1,"NGP_V_MA","1-RED",755.788,NA,"drops","Rdr","R","dr","BA",1,0,0,56,5,9,2162,53,0
"2163",2163,20190824,1,"NGP_V_MA","1-BLUE",760.188,NA,"op","Bop","B","op","BA",0,1,1,56,5,9,2163,53,0
"2175",2175,20190824,1,"NGP_V_MA","1-RED",805.999,12,"op","Rop","R","op","BA",1,0,1,56,6,9,2175,53,0
"2191",2191,20190824,1,"NGP_V_MA","1-RED",849.397,12,"op","Rop","R","op","BA",1,0,1,56,6,9,2191,53,0
"2242",2242,20190824,1,"NGP_V_MA","1-BLUE",1031.145,9,"op","Bop","B","op","BA",0,1,1,56,6,9,2242,53,0
"2297",2297,20190825,1,"NGP_V_MA","1-RED",256.028,8,"op","Rop","R","op","BA",1,0,1,56,6,10,2297,53,0
"2318",2318,20190825,2,"NGP_V_MA","1-BLUE",291.675,10,"op","Bop","B","op","BA",0,1,1,56,6,10,2318,53,0
"2340",2340,20190825,1,"NGP_V_MA","1-BLUE",344.497,7,"op","Bop","B","op","BA",0,1,1,56,6,10,2340,53,0
"2362",2362,20190825,1,"NGP_V_MA","1-RED",387.022,3,"op","Rop","R","op","BA",1,0,1,56,6,10,2362,53,0
"2373",2373,20190825,2,"NGP_V_MA","1-RED",410.81,5,"drops","Rdr","R","dr","BA",1,0,0,56,6,10,2373,53,0
"2382",2382,20190825,2,"NGP_V_MA","1-BLUE",429.96,3,"op","Bop","B","op","BA",0,1,1,56,6,10,2382,53,0
"2440",2440,20190825,2,"NGP_V_MA","1-RED",525.68,4,"op","Rop","R","op","BA",1,0,1,56,6,10,2440,53,0
"2467",2467,20190825,2,"NGP_V_MA","1-RED",596.194,7,"op","Rop","R","op","BA",1,0,1,56,6,10,2467,53,0
"2470",2470,20190825,1,"NGP_V_MA","1-BLUE",599.917,5,"op","Bop","B","op","BA",0,1,1,56,6,10,2470,53,0
"2492",2492,20190825,1,"NGP_V_MA","1-RED",667.465,3,"op","Rop","R","op","BA",1,0,1,56,6,10,2492,53,0
"2506",2506,20190825,1,"NGP_V_MA","1-BLUE",778.102,7,"op","Bop","B","op","BA",0,1,1,56,6,10,2506,53,0
"2591",2591,20190825,2,"NGP_V_MA","1-RED",934.195,3,"op","Rop","R","op","BA",1,0,1,56,6,10,2591,53,0
"2649",2649,20190825,2,"NGP_V_MA","1-RED",1080.68,9,"op","Rop","R","op","BA",1,0,1,56,6,10,2649,53,0
"2665",2665,20190825,2,"NGP_V_MA","1-RED",1128.298,7,"op","Rop","R","op","BA",1,0,1,56,6,10,2665,53,0
"2751",2751,20190825,2,"NGP_V_MA","1-BLUE",1615.223,7,"op","Bop","B","op","BA",0,1,1,56,6,10,2751,53,0
"2773",2773,20190825,2,"NGP_V_MA","1-RED",1733.429,4,"op","Rop","R","op","BA",1,0,1,56,6,10,2773,53,0
"2775",2775,20190921,1,"NGP_V_MA","1-BLUE",125.819,3,"op","Bop","B","op","BA",0,1,1,56,6,10,2775,53,0
"2781",2781,20190921,1,"NGP_V_MA","1-BLUE",170.568,1,"op","Bop","B","op","BA",0,1,1,56,6,10,2781,53,0
"2788",2788,20190921,1,"NGP_V_MA","1-RED",203.436,5,"op","Rop","R","op","BA",1,0,1,56,6,10,2788,53,0
"2789",2789,20190921,1,"NGP_V_MA","1-BLUE",216.076,5,"op","Bop","B","op","BA",0,1,1,56,6,10,2789,53,0
"2798",2798,20190921,1,"NGP_V_MA","1-BLUE",256.467,3,"op","Bop","B","op","BA",0,1,1,56,6,10,2798,53,0
"2814",2814,20190921,1,"NGP_V_MA","1-RED",374.548,5,"op","Rop","R","op","BA",1,0,1,56,6,10,2814,53,0
"2835",2835,20190921,1,"NGP_V_MA","1-RED",456.559,6,"op","Rop","R","op","BA",1,0,1,56,6,10,2835,53,0
"2854",2854,20190921,1,"NGP_V_MA","1-BLUE",557.373,5,"op","Bop","B","op","BA",0,1,1,56,6,10,2854,53,0
"2860",2860,20190921,1,"NGP_V_MA","1-BLUE",604.563,2,"op","Bop","B","op","BA",0,1,1,56,6,10,2860,53,0
"2864",2864,20190921,1,"NGP_V_MA","1-RED",632.075,6,"op","Rop","R","op","BA",1,0,1,56,6,10,2864,53,0
"2887",2887,20190921,1,"NGP_V_MA","1-BLUE",750.049,6,"op","Bop","B","op","BA",0,1,1,56,6,10,2887,53,0
"2076",2076,20190824,1,"NOB_V_MA","1-RED",406.202,4,"op","Rop","R","op","BA",1,0,1,57,5,8,2076,54,0
"245",245,20190816,1,"NOT_V_MA","1-RED",672.075,6,"op","Rop","R","op","BA",1,0,1,58,0,1,245,55,0
"254",254,20190816,1,"NOT_V_MA","1-RED",778.138,5,"op","Rop","R","op","BA",1,0,1,58,0,1,254,55,0
"275",275,20190816,1,"NOT_V_MA","1-RED",1094.689,5,"op","Rop","R","op","BA",1,0,1,58,0,1,275,55,0
"279",279,20190816,1,"NOT_V_MA","1-RED",1170.517,6,"op","Rop","R","op","BA",1,0,1,58,0,1,279,55,0
"479",479,20190819,2,"NOT_V_MA","1-RED",473.817,2,"op","Rop","R","op","BA",1,0,1,58,1,2,479,55,0
"513",513,20190819,2,"NOT_V_MA","1-RED",617.44,1,"op","Rop","R","op","BA",1,0,1,58,1,2,513,55,0
"533",533,20190819,2,"NOT_V_MA","1-RED",677.396,2,"op","Rop","R","op","BA",1,0,1,58,1,2,533,55,0
"540",540,20190819,2,"NOT_V_MA","1-RED",720.575,5,"op","Rop","R","op","BA",1,0,1,58,1,3,540,55,0
"607",607,20190819,2,"NOT_V_MA","1-RED",1021.624,5,"op","Rop","R","op","BA",1,0,1,58,1,3,607,55,0
"616",616,20190819,2,"NOT_V_MA","1-RED",1057.761,5,"op","Rop","R","op","BA",1,0,1,58,1,3,616,55,0
"667",667,20190819,2,"NOT_V_MA","1-RED",1228.154,3,"op","Rop","R","op","BA",1,0,1,58,1,3,667,55,0
"678",678,20190819,2,"NOT_V_MA","1-RED",1278.251,4,"op","Rop","R","op","BA",1,0,1,58,1,3,678,55,0
"733",733,20190819,2,"NOT_V_MA","1-RED",1642.729,2,"op","Rop","R","op","BA",1,0,1,58,1,3,733,55,0
"763",763,20190819,2,"NOT_V_MA","1-RED",1799.928,3,"op","Rop","R","op","BA",1,0,1,58,1,3,763,55,0
"843",843,20190819,2,"NOT_V_MA","1-RED",2307.447,7,"op","Rop","R","op","BA",1,0,1,58,1,4,843,55,0
"889",889,20190819,2,"NOT_V_MA","1-RED",2678.321,5,"op","Rop","R","op","BA",1,0,1,58,1,4,889,55,0
"911",911,20190819,2,"NOT_V_MA","1-RED",2866.898,5,"op","Rop","R","op","BA",1,0,1,58,1,4,911,55,0
"1182",1182,20190821,2,"NOT_V_MA","1-RED",464.997,6,"op","Rop","R","op","BA",1,0,1,58,1,4,1182,55,0
"1232",1232,20190821,2,"NOT_V_MA","1-RED",661.91,9,"op","Rop","R","op","BA",1,0,1,58,1,4,1232,55,0
"1272",1272,20190821,2,"NOT_V_MA","1-RED",950.542,7,"op","Rop","R","op","BA",1,0,1,58,1,4,1272,55,0
"1285",1285,20190821,2,"NOT_V_MA","1-RED",1008.769,4,"op","Rop","R","op","BA",1,0,1,58,1,4,1285,55,0
"1286",1286,20190821,2,"NOT_V_MA","1-RED",1017.622,6,"op","Rop","R","op","BA",1,0,1,58,1,4,1286,55,0
"1299",1299,20190821,2,"NOT_V_MA","1-RED",1109.189,6,"op","Rop","R","op","BA",1,0,1,58,1,4,1299,55,0
"1334",1334,20190821,2,"NOT_V_MA","1-RED",1278.646,5,"op","Rop","R","op","BA",1,0,1,58,1,4,1334,55,0
"1348",1348,20190821,2,"NOT_V_MA","1-RED",1403.722,4,"op","Rop","R","op","BA",1,0,1,58,1,4,1348,55,0
"1372",1372,20190821,2,"NOT_V_MA","1-RED",1533.179,7,"op","Rop","R","op","BA",1,0,1,58,1,4,1372,55,0
"1406",1406,20190821,2,"NOT_V_MA","1-RED",1862.431,5,"op","Rop","R","op","BA",1,0,1,58,1,4,1406,55,0
"1415",1415,20190821,2,"NOT_V_MA","1-RED",1950.282,5,"op","Rop","R","op","BA",1,0,1,58,1,4,1415,55,0
"2054",2054,20190824,1,"NOT_V_MA","1-RED",347.158,11,"op","Rop","R","op","BA",1,0,1,58,7,4,2054,55,0
"2135",2135,20190824,1,"NOT_V_MA","1-RED",589.27,NA,"op","Rop","R","op","BA",1,0,1,58,7,4,2135,55,0
"2181",2181,20190824,1,"NOT_V_MA","1-RED",818.44,8,"op","Rop","R","op","BA",1,0,1,58,7,4,2181,55,0
"2205",2205,20190824,1,"NOT_V_MA","1-RED",909.475,10,"op","Rop","R","op","BA",1,0,1,58,7,4,2205,55,0
"2268",2268,20190825,2,"NOT_V_MA","1-RED",122.11,6,"op","Rop","R","op","BA",1,0,1,58,7,4,2268,55,0
"2283",2283,20190825,2,"NOT_V_MA","1-RED",215.38,4,"op","Rop","R","op","BA",1,0,1,58,7,4,2283,55,0
